Tweet_ID,Tweet_Date,User_Name,User_ID,Favorite_CT,Retweet_CT,Content
983832537058361344,2018-04-10 22:22:10.000000,franchtoasty,1716892214,0,1,Get your own Top Seller Bundle when you win a @SoapBoxSoaps Top Sellers Bundle on @DealsAmongUs! #giveaway #soapbox #arganoil #haircare https://t.co/PB11NL2C2f
983778112641974272,2018-04-10 18:45:54.000000,ThatMomLife,2742867716,0,0,Get your own Top Seller Bundle when you win a @SoapBoxSoaps Top Sellers Bundle on @DealsAmongUs! #giveaway #soapbox #arganoil #haircare https://t.co/oecEW0pmLa
983698029373939713,2018-04-10 13:27:41.000000,pizurque,562534462,0,0,Get your own Top Seller Bundle when you win a @SoapBoxSoaps Top Sellers Bundle on @DealsAmongUs! #giveaway #soapbox #arganoil #haircare https://t.co/SGrZGEzbrc
983681633936064514,2018-04-10 12:22:32.000000,brian_kautz,560587423,0,0,Get your own Top Seller Bundle when you win a @SoapBoxSoaps Top Sellers Bundle on @DealsAmongUs! #giveaway #soapbox #arganoil #haircare https://t.co/bLgOSqdZ1Q
983666008865951744,2018-04-10 11:20:26.000000,packerfantimmy,77061782,0,0,Get your own Top Seller Bundle when you win a @SoapBoxSoaps Top Sellers Bundle on @DealsAmongUs! #giveaway #soapbox #arganoil #haircare https://t.co/RjN6ATKoEA
983652111731785728,2018-04-10 10:25:13.000000,twarcissim,3098374536,0,0,@realDonaldTrump hey #Dummy the office of the #President isn’t your personal #soapbox! REMEMBER YOU WORK FOR US!! #RuleOfLaw
983612559906361345,2018-04-10 07:48:03.000000,strawberry3d,20406511,0,0,Get your own Top Seller Bundle when you win a @SoapBoxSoaps Top Sellers Bundle on @DealsAmongUs! #giveaway #soapbox #arganoil #haircare https://t.co/Y87AiqRosj
983562624041345024,2018-04-10 04:29:37.000000,owslas,21614607,0,0,Get your own Top Seller Bundle when you win a @SoapBoxSoaps Top Sellers Bundle on @DealsAmongUs! #giveaway #soapbox #arganoil #haircare https://t.co/puIMQlkabF
983555288274907136,2018-04-10 04:00:28.000000,StephNSteve2,951311088431386629,0,0,Get your own Top Seller Bundle when you win a @SoapBoxSoaps Top Sellers Bundle on @DealsAmongUs! #giveaway #soapbox #arganoil #haircare https://t.co/w7PORcxAgY
983553166196092928,2018-04-10 03:52:03.000000,tannawings,58665328,0,0,Get your own Top Seller Bundle when you win a @SoapBoxSoaps Top Sellers Bundle on @DealsAmongUs! #giveaway #soapbox #arganoil #haircare https://t.co/ezCysZYybo
983460659487739904,2018-04-09 21:44:27.000000,afncwoodward,1433227584,0,0,On My #Soapbox about Soapboxes @engagemagazine1 #faith #culture #Christianity #millennials https://t.co/pD7RzUheu9
983432012240445441,2018-04-09 19:50:37.000000,RickGreenhawk66,788558057013911552,0,0,@piersmorgan Get serious! No one advocates shoving weapons in everyone’s hands. Think more in terms of tools than weapons and you’ll begin to understand why a State like Texas has less murders than a city such as Chicago #Sociology #CriticalThinking #SoapBox #Tirades 🙏🇺🇸🙏🇬🇧👌
983377630194892801,2018-04-09 16:14:31.000000,RationalMom,16215846,0,0,Soapbox: A Love Letter to Video Game Developers and Artists #Gaming  https://t.co/veHS2YjdJC #Soapbox #PS4 #Industry via @pushsquare
983291912390979585,2018-04-09 10:33:55.000000,DemsR4Division,871227421747314688,0,0,2 little 2 late-Ur nothing but a #HateFilled #bullying #angry #Uncaring #LawHating #FoulMouth #Liberal who takes talking points frm @chuckschumer &amp; the #Democrat congressUr a #sheep who needs 2 look at all sides when u turn ur nighttime 'comedy'  show into ur personal #soapbox https://t.co/iIdjSJZfIY
983287171388977152,2018-04-09 10:15:04.000000,The__Forest,228176964,0,0,"There Aren't #Good or #Decent #ElectedOfficials N #Washington or Any of The #StateHouses, If There Was, They Would Be Standing ON A #SoapBOX Exposing &amp; Denouncing The #Corruption &amp; #Treasonous Conduct of ALL The ;REST!!!!! #FuckYouWashington &amp; All YOU Who #Support Corruption! smh"
983002794239123456,2018-04-08 15:25:04.000000,soap_dp,2529330492,0,0,Hope Code helps Soapbox connect customers to its mission - https://t.co/mjBcIL5WSl DC #soapbox https://t.co/mvRFOlR8br
982982855700766720,2018-04-08 14:05:50.000000,Davejeddy,1949069994,0,0,"@jjz1600 Access to Broadcast and publications, a #SoapBox few of us can afford."
